Order_ID,Date,Year,Month,Month_Num,Quarter,Day_of_Week,Category,Product,Unit_Price,Quantity,Total_Sales,Customer_ID,Region,Age_Group,Gender,Payment_Method,Shipping_Method
ORD9217,2023-08-18,2023,August,8,Q3,Friday,Sports,Fitness Tracker,99.97,2,199.94,CUST0251,North,36-45,Female,Gift Card,Standard
ORD9218,2023-08-18,2023,August,8,Q3,Friday,Electronics,Tablet,428.1,1,428.1,CUST0312,West,56+,Female,Credit Card,Standard
ORD9219,2023-08-18,2023,August,8,Q3,Friday,Sports,Yoga Mat,410.94,2,821.88,CUST0123,Central,46-55,Other,PayPal,Standard
ORD9220,2023-08-18,2023,August,8,Q3,Friday,Books,Science Book,29.65,7,207.55,CUST0299,North,56+,Female,Gift Card,Standard
ORD9221,2023-08-18,2023,August,8,Q3,Friday,Sports,Bicycle,475.36,1,475.36,CUST0355,South,18-25,Other,Debit Card,Express
ORD9222,2023-08-18,2023,August,8,Q3,Friday,Home & Garden,Bed Sheets,42.83,2,85.66,CUST0281,Central,46-55,Female,PayPal,Next Day
ORD9223,2023-08-18,2023,August,8,Q3,Friday,Books,Biography,19.52,3,58.56,CUST0107,South,18-25,Other,PayPal,Next Day
ORD9224,2023-08-18,2023,August,8,Q3,Friday,Books,Fiction Novel,32.37,1,32.37,CUST0168,West,26-35,Other,PayPal,Standard
ORD9225,2023-08-18,2023,August,8,Q3,Friday,Books,Cookbook,31.06,7,217.42,CUST0360,South,26-35,Other,Gift Card,Next Day
ORD9226,2023-08-18,2023,August,8,Q3,Friday,Home & Garden,Garden Tools,85.24,1,85.24,CUST0440,North,56+,Other,PayPal,Standard
ORD9227,2023-08-18,2023,August,8,Q3,Friday,Home & Garden,Lamp,252.43,1,252.43,CUST0097,South,46-55,Male,Debit Card,Express
ORD9228,2023-08-18,2023,August,8,Q3,Friday,Electronics,Wireless Headphones,478.47,3,1435.41,CUST0389,West,46-55,Male,Gift Card,Express
ORD9229,2023-08-18,2023,August,8,Q3,Friday,Clothing,Sneakers,103.18,4,412.72,CUST0085,West,46-55,Other,Credit Card,Standard
ORD9230,2023-08-18,2023,August,8,Q3,Friday,Clothing,Sneakers,112.19,8,897.52,CUST0382,Central,46-55,Female,Gift Card,Standard
ORD9231,2023-08-18,2023,August,8,Q3,Friday,Books,Fiction Novel,27.32,2,54.64,CUST0035,South,56+,Male,Credit Card,Next Day
ORD9232,2023-08-18,2023,August,8,Q3,Friday,Sports,Running Shoes,342.25,1,342.25,CUST0385,East,18-25,Other,PayPal,Standard
ORD9233,2023-08-18,2023,August,8,Q3,Friday,Electronics,Laptop,617.98,1,617.98,CUST0012,North,56+,Male,Debit Card,Next Day
ORD9234,2023-08-18,2023,August,8,Q3,Friday,Electronics,Tablet,371.6,3,1114.8,CUST0091,East,18-25,Other,PayPal,Next Day
ORD9235,2023-08-18,2023,August,8,Q3,Friday,Clothing,Jacket,71.6,2,143.2,CUST0348,North,56+,Male,Credit Card,Express
ORD9236,2023-08-18,2023,August,8,Q3,Friday,Sports,Dumbbells,373.11,1,373.11,CUST0240,South,26-35,Male,Debit Card,Next Day
ORD9237,2023-08-18,2023,August,8,Q3,Friday,Electronics,Bluetooth Speaker,79.64,1,79.64,CUST0238,East,56+,Other,Gift Card,Standard
ORD9238,2023-08-18,2023,August,8,Q3,Friday,Clothing,T-Shirt,149.32,2,298.64,CUST0247,South,46-55,Female,PayPal,Next Day
ORD9239,2023-08-18,2023,August,8,Q3,Friday,Books,Science Book,17.97,1,17.97,CUST0128,East,56+,Other,PayPal,Next Day
ORD9240,2023-08-18,2023,August,8,Q3,Friday,Electronics,Smart Watch,1187.11,1,1187.11,CUST0036,West,46-55,Female,Credit Card,Express
ORD9241,2023-08-18,2023,August,8,Q3,Friday,Electronics,Tablet,352.14,1,352.14,CUST0125,East,26-35,Other,Gift Card,Express
ORD9242,2023-08-18,2023,August,8,Q3,Friday,Sports,Running Shoes,233.14,3,699.42,CUST0150,West,36-45,Other,Credit Card,Standard
ORD9243,2023-08-18,2023,August,8,Q3,Friday,Clothing,Jacket,17.58,3,52.74,CUST0025,North,36-45,Other,PayPal,Express
ORD9244,2023-08-18,2023,August,8,Q3,Friday,Sports,Running Shoes,42.9,1,42.9,CUST0127,North,46-55,Female,Debit Card,Express
ORD9245,2023-08-18,2023,August,8,Q3,Friday,Books,Cookbook,34.88,3,104.64,CUST0329,West,26-35,Male,PayPal,Next Day
ORD9246,2023-08-18,2023,August,8,Q3,Friday,Books,Fiction Novel,28.24,6,169.44,CUST0355,West,46-55,Male,Debit Card,Standard
ORD9247,2023-08-18,2023,August,8,Q3,Friday,Clothing,Dress,93.53,1,93.53,CUST0126,West,26-35,Male,Gift Card,Standard
ORD9248,2023-08-18,2023,August,8,Q3,Friday,Books,Cookbook,38.02,3,114.06,CUST0375,West,18-25,Female,Credit Card,Next Day
ORD9249,2023-08-18,2023,August,8,Q3,Friday,Books,Biography,36.1,3,108.3,CUST0042,Central,46-55,Other,Credit Card,Express
ORD9250,2023-08-18,2023,August,8,Q3,Friday,Sports,Bicycle,491.48,6,2948.88,CUST0333,North,18-25,Female,Debit Card,Express
ORD9251,2023-08-18,2023,August,8,Q3,Friday,Sports,Dumbbells,150.38,6,902.28,CUST0068,North,46-55,Other,Debit Card,Standard
ORD9252,2023-08-18,2023,August,8,Q3,Friday,Sports,Yoga Mat,386.89,4,1547.56,CUST0099,West,36-45,Female,Debit Card,Next Day
ORD9253,2023-08-18,2023,August,8,Q3,Friday,Sports,Fitness Tracker,379.48,1,379.48,CUST0212,East,56+,Other,PayPal,Express
ORD9254,2023-08-18,2023,August,8,Q3,Friday,Electronics,Tablet,412.01,4,1648.04,CUST0452,Central,56+,Other,Gift Card,Next Day
ORD9255,2023-08-18,2023,August,8,Q3,Friday,Electronics,Wireless Headphones,1045.03,3,3135.09,CUST0285,South,56+,Male,Gift Card,Standard
ORD9256,2023-08-18,2023,August,8,Q3,Friday,Clothing,Jacket,138.11,2,276.22,CUST0036,North,18-25,Male,PayPal,Standard
ORD9257,2023-08-18,2023,August,8,Q3,Friday,Electronics,Smart Watch,697.2,1,697.2,CUST0324,Central,26-35,Male,PayPal,Express
ORD9258,2023-08-18,2023,August,8,Q3,Friday,Electronics,Bluetooth Speaker,890.37,5,4451.85,CUST0477,West,26-35,Male,PayPal,Next Day
ORD9259,2023-08-18,2023,August,8,Q3,Friday,Clothing,Jeans,104.77,1,104.77,CUST0079,South,26-35,Other,Debit Card,Standard
ORD9260,2023-08-18,2023,August,8,Q3,Friday,Electronics,Smart Watch,357.78,1,357.78,CUST0067,East,18-25,Female,Debit Card,Next Day
ORD9261,2023-08-19,2023,August,8,Q3,Saturday,Sports,Yoga Mat,35.29,3,105.87,CUST0351,Central,56+,Other,PayPal,Express
ORD9262,2023-08-19,2023,August,8,Q3,Saturday,Sports,Fitness Tracker,314.34,1,314.34,CUST0304,North,26-35,Female,Gift Card,Next Day
ORD9263,2023-08-19,2023,August,8,Q3,Saturday,Books,Science Book,10.65,2,21.3,CUST0460,East,18-25,Other,PayPal,Standard
ORD9264,2023-08-19,2023,August,8,Q3,Saturday,Clothing,Sneakers,112.43,5,562.15,CUST0235,Central,26-35,Other,Gift Card,Standard
ORD9265,2023-08-19,2023,August,8,Q3,Saturday,Home & Garden,Vacuum Cleaner,181.47,2,362.94,CUST0149,East,26-35,Female,Debit Card,Standard
ORD9266,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Smart Watch,492.29,3,1476.87,CUST0019,Central,36-45,Female,Debit Card,Standard
ORD9267,2023-08-19,2023,August,8,Q3,Saturday,Clothing,T-Shirt,70.53,8,564.24,CUST0494,South,18-25,Male,Debit Card,Next Day
ORD9268,2023-08-19,2023,August,8,Q3,Saturday,Clothing,Dress,135.06,2,270.12,CUST0312,North,46-55,Other,Debit Card,Express
ORD9269,2023-08-19,2023,August,8,Q3,Saturday,Home & Garden,Garden Tools,86.6,3,259.8,CUST0169,East,18-25,Male,PayPal,Standard
ORD9270,2023-08-19,2023,August,8,Q3,Saturday,Sports,Fitness Tracker,469.92,1,469.92,CUST0428,East,26-35,Male,Credit Card,Next Day
ORD9271,2023-08-19,2023,August,8,Q3,Saturday,Books,Fiction Novel,27.92,3,83.76,CUST0383,South,36-45,Other,Debit Card,Express
ORD9272,2023-08-19,2023,August,8,Q3,Saturday,Clothing,T-Shirt,48.99,2,97.98,CUST0075,North,36-45,Male,Gift Card,Next Day
ORD9273,2023-08-19,2023,August,8,Q3,Saturday,Sports,Dumbbells,271.22,3,813.66,CUST0485,North,46-55,Female,Credit Card,Standard
ORD9274,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Bluetooth Speaker,935.8,1,935.8,CUST0338,Central,36-45,Female,Credit Card,Standard
ORD9275,2023-08-19,2023,August,8,Q3,Saturday,Clothing,Jeans,16.18,3,48.54,CUST0446,West,46-55,Other,Gift Card,Next Day
ORD9276,2023-08-19,2023,August,8,Q3,Saturday,Home & Garden,Coffee Maker,64.0,1,64.0,CUST0433,East,46-55,Male,PayPal,Express
ORD9277,2023-08-19,2023,August,8,Q3,Saturday,Clothing,T-Shirt,119.04,8,952.32,CUST0438,South,18-25,Male,Credit Card,Next Day
ORD9278,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Smart Watch,725.74,1,725.74,CUST0032,Central,18-25,Male,PayPal,Next Day
ORD9279,2023-08-19,2023,August,8,Q3,Saturday,Clothing,T-Shirt,119.34,5,596.7,CUST0437,Central,56+,Female,Credit Card,Express
ORD9280,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Laptop,170.87,1,170.87,CUST0218,East,36-45,Male,Credit Card,Express
ORD9281,2023-08-19,2023,August,8,Q3,Saturday,Clothing,Jacket,131.81,3,395.43,CUST0460,East,36-45,Male,Gift Card,Standard
ORD9282,2023-08-19,2023,August,8,Q3,Saturday,Books,Biography,38.53,3,115.59,CUST0155,South,26-35,Other,Credit Card,Express
ORD9283,2023-08-19,2023,August,8,Q3,Saturday,Books,Cookbook,38.37,1,38.37,CUST0241,North,36-45,Other,Gift Card,Express
ORD9284,2023-08-19,2023,August,8,Q3,Saturday,Home & Garden,Bed Sheets,241.31,1,241.31,CUST0136,South,36-45,Female,Gift Card,Standard
ORD9285,2023-08-19,2023,August,8,Q3,Saturday,Home & Garden,Garden Tools,70.78,2,141.56,CUST0079,South,18-25,Other,Credit Card,Standard
ORD9286,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Laptop,307.39,4,1229.56,CUST0494,North,46-55,Other,Credit Card,Next Day
ORD9287,2023-08-19,2023,August,8,Q3,Saturday,Sports,Yoga Mat,375.28,1,375.28,CUST0131,South,18-25,Male,Debit Card,Standard
ORD9288,2023-08-19,2023,August,8,Q3,Saturday,Books,Cookbook,37.77,3,113.31,CUST0416,North,36-45,Female,PayPal,Standard
ORD9289,2023-08-19,2023,August,8,Q3,Saturday,Clothing,Jacket,82.48,1,82.48,CUST0491,Central,18-25,Male,Debit Card,Standard
ORD9290,2023-08-19,2023,August,8,Q3,Saturday,Books,Science Book,13.37,2,26.74,CUST0227,South,56+,Other,Credit Card,Express
ORD9291,2023-08-19,2023,August,8,Q3,Saturday,Clothing,Sneakers,93.3,3,279.9,CUST0297,Central,18-25,Other,Debit Card,Next Day
ORD9292,2023-08-19,2023,August,8,Q3,Saturday,Home & Garden,Garden Tools,61.86,2,123.72,CUST0282,East,18-25,Other,Credit Card,Express
ORD9293,2023-08-19,2023,August,8,Q3,Saturday,Clothing,Dress,40.27,3,120.81,CUST0102,West,26-35,Female,PayPal,Next Day
ORD9294,2023-08-19,2023,August,8,Q3,Saturday,Home & Garden,Coffee Maker,181.07,3,543.21,CUST0321,South,56+,Female,PayPal,Standard
ORD9295,2023-08-19,2023,August,8,Q3,Saturday,Books,Self-Help Book,36.31,3,108.93,CUST0015,East,36-45,Female,Gift Card,Standard
ORD9296,2023-08-19,2023,August,8,Q3,Saturday,Clothing,T-Shirt,89.76,1,89.76,CUST0441,West,26-35,Female,Gift Card,Standard
ORD9297,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Bluetooth Speaker,1117.71,2,2235.42,CUST0444,West,46-55,Male,Gift Card,Express
ORD9298,2023-08-19,2023,August,8,Q3,Saturday,Books,Science Book,35.14,8,281.12,CUST0198,South,56+,Female,Gift Card,Express
ORD9299,2023-08-19,2023,August,8,Q3,Saturday,Clothing,Jeans,41.73,3,125.19,CUST0480,Central,56+,Other,Debit Card,Standard
ORD9300,2023-08-19,2023,August,8,Q3,Saturday,Home & Garden,Lamp,163.3,3,489.9,CUST0204,South,36-45,Male,Debit Card,Next Day
ORD9301,2023-08-19,2023,August,8,Q3,Saturday,Home & Garden,Lamp,28.22,1,28.22,CUST0402,East,26-35,Other,Debit Card,Standard
ORD9302,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Smart Watch,134.89,1,134.89,CUST0035,East,56+,Female,Gift Card,Express
ORD9303,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Tablet,357.58,1,357.58,CUST0311,South,46-55,Male,Credit Card,Next Day
ORD9304,2023-08-19,2023,August,8,Q3,Saturday,Sports,Dumbbells,74.64,1,74.64,CUST0219,East,36-45,Male,Debit Card,Next Day
ORD9305,2023-08-19,2023,August,8,Q3,Saturday,Sports,Fitness Tracker,26.47,3,79.41,CUST0473,East,46-55,Other,Credit Card,Standard
ORD9306,2023-08-19,2023,August,8,Q3,Saturday,Sports,Yoga Mat,280.74,2,561.48,CUST0153,East,26-35,Female,Debit Card,Next Day
ORD9307,2023-08-19,2023,August,8,Q3,Saturday,Books,Biography,13.53,6,81.18,CUST0022,Central,36-45,Female,Credit Card,Standard
ORD9308,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Bluetooth Speaker,1106.95,5,5534.75,CUST0008,West,18-25,Female,Debit Card,Express
ORD9309,2023-08-19,2023,August,8,Q3,Saturday,Electronics,Wireless Headphones,1173.85,2,2347.7,CUST0493,North,26-35,Other,Gift Card,Standard
ORD9310,2023-08-19,2023,August,8,Q3,Saturday,Clothing,T-Shirt,26.93,2,53.86,CUST0328,South,46-55,Male,Credit Card,Standard
ORD9311,2023-08-19,2023,August,8,Q3,Saturday,Clothing,Sneakers,125.56,4,502.24,CUST0223,South,26-35,Other,Gift Card,Next Day
ORD9312,2023-08-20,2023,August,8,Q3,Sunday,Books,Fiction Novel,32.83,3,98.49,CUST0458,East,46-55,Other,Credit Card,Express
ORD9313,2023-08-20,2023,August,8,Q3,Sunday,Books,Self-Help Book,38.59,3,115.77,CUST0304,Central,18-25,Female,PayPal,Express
ORD9314,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Sneakers,108.43,3,325.29,CUST0016,North,46-55,Other,Credit Card,Express
ORD9315,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Sneakers,49.6,1,49.6,CUST0196,South,26-35,Male,Credit Card,Standard
ORD9316,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Wireless Headphones,404.17,3,1212.51,CUST0088,North,56+,Male,PayPal,Express
ORD9317,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Bluetooth Speaker,485.55,3,1456.65,CUST0263,Central,26-35,Male,Credit Card,Express
ORD9318,2023-08-20,2023,August,8,Q3,Sunday,Books,Biography,15.94,2,31.88,CUST0209,Central,36-45,Female,Debit Card,Standard
ORD9319,2023-08-20,2023,August,8,Q3,Sunday,Clothing,T-Shirt,132.75,2,265.5,CUST0392,North,46-55,Male,PayPal,Next Day
ORD9320,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Tablet,673.97,1,673.97,CUST0464,West,18-25,Male,PayPal,Standard
ORD9321,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Smart Watch,811.81,3,2435.43,CUST0447,North,36-45,Female,PayPal,Express
ORD9322,2023-08-20,2023,August,8,Q3,Sunday,Books,Self-Help Book,31.01,3,93.03,CUST0358,Central,18-25,Male,PayPal,Standard
ORD9323,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Laptop,728.95,4,2915.8,CUST0096,East,36-45,Male,PayPal,Express
ORD9324,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Smart Watch,416.91,1,416.91,CUST0358,South,56+,Male,Gift Card,Standard
ORD9325,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Jeans,113.45,3,340.35,CUST0369,East,36-45,Female,Credit Card,Next Day
ORD9326,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Jacket,45.96,3,137.88,CUST0328,Central,46-55,Other,Credit Card,Express
ORD9327,2023-08-20,2023,August,8,Q3,Sunday,Books,Fiction Novel,16.45,2,32.9,CUST0191,West,56+,Male,Credit Card,Next Day
ORD9328,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Bluetooth Speaker,94.39,2,188.78,CUST0164,East,46-55,Female,Gift Card,Standard
ORD9329,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Jacket,39.58,1,39.58,CUST0496,East,36-45,Male,Credit Card,Next Day
ORD9330,2023-08-20,2023,August,8,Q3,Sunday,Home & Garden,Garden Tools,45.23,1,45.23,CUST0373,North,36-45,Male,PayPal,Next Day
ORD9331,2023-08-20,2023,August,8,Q3,Sunday,Home & Garden,Bed Sheets,242.84,1,242.84,CUST0388,West,18-25,Other,Credit Card,Standard
ORD9332,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Dress,49.48,2,98.96,CUST0329,North,56+,Female,PayPal,Standard
ORD9333,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Sneakers,115.49,2,230.98,CUST0046,South,46-55,Female,PayPal,Express
ORD9334,2023-08-20,2023,August,8,Q3,Sunday,Sports,Bicycle,27.06,3,81.18,CUST0006,Central,36-45,Other,PayPal,Standard
ORD9335,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Smart Watch,1034.91,3,3104.73,CUST0137,South,18-25,Female,Debit Card,Next Day
ORD9336,2023-08-20,2023,August,8,Q3,Sunday,Books,Cookbook,11.42,2,22.84,CUST0397,West,56+,Male,PayPal,Express
ORD9337,2023-08-20,2023,August,8,Q3,Sunday,Books,Science Book,25.49,1,25.49,CUST0458,North,26-35,Male,Gift Card,Next Day
ORD9338,2023-08-20,2023,August,8,Q3,Sunday,Books,Self-Help Book,12.65,4,50.6,CUST0433,West,26-35,Other,Debit Card,Express
ORD9339,2023-08-20,2023,August,8,Q3,Sunday,Clothing,T-Shirt,64.99,5,324.95,CUST0020,West,36-45,Female,Credit Card,Standard
ORD9340,2023-08-20,2023,August,8,Q3,Sunday,Books,Biography,20.63,3,61.89,CUST0450,East,56+,Male,Credit Card,Standard
ORD9341,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Sneakers,123.02,2,246.04,CUST0419,Central,36-45,Female,Debit Card,Next Day
ORD9342,2023-08-20,2023,August,8,Q3,Sunday,Clothing,T-Shirt,52.32,3,156.96,CUST0355,Central,26-35,Female,Credit Card,Next Day
ORD9343,2023-08-20,2023,August,8,Q3,Sunday,Books,Science Book,10.91,2,21.82,CUST0299,South,26-35,Other,Gift Card,Standard
ORD9344,2023-08-20,2023,August,8,Q3,Sunday,Home & Garden,Lamp,215.93,2,431.86,CUST0479,North,46-55,Other,PayPal,Standard
ORD9345,2023-08-20,2023,August,8,Q3,Sunday,Sports,Fitness Tracker,411.42,8,3291.36,CUST0356,Central,36-45,Other,Credit Card,Express
ORD9346,2023-08-20,2023,August,8,Q3,Sunday,Clothing,T-Shirt,50.4,1,50.4,CUST0330,Central,46-55,Female,Credit Card,Express
ORD9347,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Dress,63.66,7,445.62,CUST0001,North,56+,Female,Debit Card,Standard
ORD9348,2023-08-20,2023,August,8,Q3,Sunday,Sports,Dumbbells,138.78,5,693.9,CUST0168,North,18-25,Other,Credit Card,Next Day
ORD9349,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Jeans,148.44,3,445.32,CUST0263,South,56+,Other,Debit Card,Next Day
ORD9350,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Laptop,844.89,2,1689.78,CUST0193,West,26-35,Other,Credit Card,Next Day
ORD9351,2023-08-20,2023,August,8,Q3,Sunday,Books,Science Book,11.5,3,34.5,CUST0359,North,46-55,Male,PayPal,Standard
ORD9352,2023-08-20,2023,August,8,Q3,Sunday,Books,Science Book,39.03,1,39.03,CUST0140,North,56+,Female,PayPal,Express
ORD9353,2023-08-20,2023,August,8,Q3,Sunday,Books,Biography,10.96,1,10.96,CUST0233,West,36-45,Female,Debit Card,Standard
ORD9354,2023-08-20,2023,August,8,Q3,Sunday,Sports,Running Shoes,467.68,3,1403.04,CUST0219,Central,18-25,Female,Gift Card,Express
ORD9355,2023-08-20,2023,August,8,Q3,Sunday,Books,Fiction Novel,33.43,3,100.29,CUST0098,Central,56+,Female,Gift Card,Next Day
ORD9356,2023-08-20,2023,August,8,Q3,Sunday,Books,Biography,37.97,1,37.97,CUST0128,Central,26-35,Male,Credit Card,Express
ORD9357,2023-08-20,2023,August,8,Q3,Sunday,Electronics,Laptop,718.06,2,1436.12,CUST0302,West,18-25,Female,Gift Card,Next Day
ORD9358,2023-08-20,2023,August,8,Q3,Sunday,Sports,Bicycle,119.4,1,119.4,CUST0201,Central,36-45,Other,Credit Card,Standard
ORD9359,2023-08-20,2023,August,8,Q3,Sunday,Clothing,Jacket,143.85,2,287.7,CUST0378,East,18-25,Other,Credit Card,Express
ORD9360,2023-08-20,2023,August,8,Q3,Sunday,Home & Garden,Bed Sheets,84.98,1,84.98,CUST0147,South,18-25,Other,Gift Card,Next Day
ORD9361,2023-08-20,2023,August,8,Q3,Sunday,Sports,Running Shoes,79.35,8,634.8,CUST0396,Central,36-45,Male,PayPal,Express
ORD9362,2023-08-20,2023,August,8,Q3,Sunday,Home & Garden,Coffee Maker,59.05,1,59.05,CUST0222,Central,46-55,Other,PayPal,Standard
ORD9363,2023-08-21,2023,August,8,Q3,Monday,Sports,Dumbbells,83.15,3,249.45,CUST0440,Central,36-45,Other,Debit Card,Express
ORD9364,2023-08-21,2023,August,8,Q3,Monday,Clothing,Dress,31.18,1,31.18,CUST0165,South,18-25,Other,PayPal,Express
ORD9365,2023-08-21,2023,August,8,Q3,Monday,Clothing,Jeans,138.29,1,138.29,CUST0393,West,26-35,Other,Gift Card,Standard
ORD9366,2023-08-21,2023,August,8,Q3,Monday,Sports,Fitness Tracker,67.15,1,67.15,CUST0159,East,18-25,Female,Gift Card,Next Day
ORD9367,2023-08-21,2023,August,8,Q3,Monday,Clothing,T-Shirt,122.73,3,368.19,CUST0454,Central,56+,Other,Debit Card,Next Day
ORD9368,2023-08-21,2023,August,8,Q3,Monday,Books,Self-Help Book,35.76,1,35.76,CUST0366,Central,56+,Other,PayPal,Express
ORD9369,2023-08-21,2023,August,8,Q3,Monday,Sports,Dumbbells,448.61,3,1345.83,CUST0117,West,46-55,Female,Credit Card,Next Day
ORD9370,2023-08-21,2023,August,8,Q3,Monday,Sports,Running Shoes,219.63,1,219.63,CUST0407,South,26-35,Other,Debit Card,Next Day
ORD9371,2023-08-21,2023,August,8,Q3,Monday,Sports,Yoga Mat,131.03,1,131.03,CUST0178,East,26-35,Female,Credit Card,Express
ORD9372,2023-08-21,2023,August,8,Q3,Monday,Sports,Yoga Mat,253.19,8,2025.52,CUST0252,West,46-55,Other,PayPal,Express
ORD9373,2023-08-21,2023,August,8,Q3,Monday,Books,Science Book,13.72,1,13.72,CUST0023,Central,56+,Female,Gift Card,Next Day
ORD9374,2023-08-21,2023,August,8,Q3,Monday,Clothing,Jacket,81.42,1,81.42,CUST0178,East,46-55,Male,PayPal,Express
ORD9375,2023-08-21,2023,August,8,Q3,Monday,Home & Garden,Coffee Maker,191.46,3,574.38,CUST0015,South,56+,Male,Debit Card,Standard
ORD9376,2023-08-21,2023,August,8,Q3,Monday,Books,Self-Help Book,38.78,1,38.78,CUST0459,West,36-45,Other,Credit Card,Standard
ORD9377,2023-08-21,2023,August,8,Q3,Monday,Home & Garden,Bed Sheets,188.45,2,376.9,CUST0198,East,26-35,Male,Gift Card,Standard
ORD9378,2023-08-21,2023,August,8,Q3,Monday,Books,Cookbook,32.46,1,32.46,CUST0238,East,18-25,Other,Credit Card,Next Day
ORD9379,2023-08-21,2023,August,8,Q3,Monday,Sports,Fitness Tracker,27.02,1,27.02,CUST0456,Central,56+,Other,Credit Card,Express
ORD9380,2023-08-21,2023,August,8,Q3,Monday,Books,Biography,37.85,1,37.85,CUST0272,South,56+,Female,Credit Card,Next Day
ORD9381,2023-08-21,2023,August,8,Q3,Monday,Sports,Dumbbells,118.67,6,712.02,CUST0497,South,56+,Other,Credit Card,Express
ORD9382,2023-08-21,2023,August,8,Q3,Monday,Electronics,Smart Watch,547.85,1,547.85,CUST0259,West,18-25,Other,Credit Card,Standard
ORD9383,2023-08-21,2023,August,8,Q3,Monday,Clothing,Jeans,129.04,2,258.08,CUST0439,West,18-25,Female,PayPal,Standard
ORD9384,2023-08-21,2023,August,8,Q3,Monday,Clothing,Jacket,62.92,2,125.84,CUST0033,West,26-35,Other,PayPal,Standard
ORD9385,2023-08-21,2023,August,8,Q3,Monday,Books,Science Book,39.29,3,117.87,CUST0059,North,36-45,Female,Debit Card,Express
ORD9386,2023-08-21,2023,August,8,Q3,Monday,Books,Science Book,34.31,3,102.93,CUST0008,Central,56+,Male,Gift Card,Express
ORD9387,2023-08-21,2023,August,8,Q3,Monday,Electronics,Bluetooth Speaker,705.09,8,5640.72,CUST0056,North,26-35,Other,Credit Card,Express
ORD9388,2023-08-21,2023,August,8,Q3,Monday,Sports,Yoga Mat,151.43,2,302.86,CUST0498,North,18-25,Male,Debit Card,Next Day
ORD9389,2023-08-21,2023,August,8,Q3,Monday,Home & Garden,Coffee Maker,274.17,5,1370.85,CUST0101,East,56+,Female,Credit Card,Standard
ORD9390,2023-08-21,2023,August,8,Q3,Monday,Sports,Yoga Mat,180.96,3,542.88,CUST0220,South,46-55,Female,Credit Card,Next Day
ORD9391,2023-08-21,2023,August,8,Q3,Monday,Sports,Bicycle,270.61,1,270.61,CUST0031,North,46-55,Female,Gift Card,Standard
ORD9392,2023-08-21,2023,August,8,Q3,Monday,Sports,Yoga Mat,315.41,3,946.23,CUST0075,West,36-45,Female,PayPal,Express
ORD9393,2023-08-21,2023,August,8,Q3,Monday,Books,Self-Help Book,32.64,2,65.28,CUST0282,South,46-55,Other,Credit Card,Next Day
ORD9394,2023-08-21,2023,August,8,Q3,Monday,Sports,Bicycle,93.6,1,93.6,CUST0158,North,46-55,Other,Debit Card,Next Day
ORD9395,2023-08-21,2023,August,8,Q3,Monday,Books,Cookbook,11.25,1,11.25,CUST0014,South,46-55,Female,Gift Card,Standard
ORD9396,2023-08-21,2023,August,8,Q3,Monday,Electronics,Smart Watch,1000.53,6,6003.18,CUST0031,South,56+,Female,Gift Card,Standard
ORD9397,2023-08-21,2023,August,8,Q3,Monday,Electronics,Tablet,643.55,3,1930.65,CUST0485,West,26-35,Male,Gift Card,Standard
ORD9398,2023-08-21,2023,August,8,Q3,Monday,Sports,Fitness Tracker,421.15,5,2105.75,CUST0128,North,18-25,Other,Credit Card,Next Day
ORD9399,2023-08-21,2023,August,8,Q3,Monday,Electronics,Bluetooth Speaker,382.76,3,1148.28,CUST0238,East,18-25,Male,Credit Card,Standard
ORD9400,2023-08-21,2023,August,8,Q3,Monday,Clothing,T-Shirt,128.71,3,386.13,CUST0040,West,26-35,Female,Credit Card,Standard
ORD9401,2023-08-21,2023,August,8,Q3,Monday,Electronics,Laptop,73.42,1,73.42,CUST0487,East,46-55,Female,PayPal,Express
ORD9402,2023-08-21,2023,August,8,Q3,Monday,Electronics,Bluetooth Speaker,415.97,1,415.97,CUST0463,West,18-25,Other,PayPal,Express
